desc_id,description,freq_mentioned,targets
652,聪明,6,"儿子, 女儿, 女儿, 女孩, 女孩, 小孩, 小孩, 维修工, 老师"
653,听话,4,"儿子, 儿子, 儿子, 女儿, 女儿, 女儿, 女孩, 女孩, 女孩, 小孩, 小孩, 小孩"
654,乖巧,10,"儿子, 女儿, 女孩, 姐妹, 小孩, 男孩, 侄子, 侄女, 外甥, 外甥女"
655,天真,6,"儿子, 女人, 女儿, 女孩, 姐妹, 小孩"
656,生育,4,"儿子, 儿子, 女人, 女人, 女儿, 女儿, 妻子"
657,成长,6,"儿子, 儿子, 兄弟, 女人, 女儿, 女儿, 女孩, 女孩, 姐妹, 姐妹"
658,辅食,3,"儿子, 女儿, 女孩"
659,病房,3,"儿子, 女儿, 女孩"
660,儿科,4,"儿子, 女儿, 女孩, 男孩"
661,纸尿裤,4,"儿子, 女儿, 女孩, 小孩"
662,玩具,4,"儿子, 女儿, 女孩, 男孩"
663,钢琴,3,"儿子, 女儿, 女孩"
664,乐器,3,"儿子, 儿子, 女儿, 女儿, 女孩, 女孩"
665,围棋,3,"儿子, 女儿, 女孩"
666,象棋,5,"儿子, 外公, 女儿, 女孩, 老人"
667,嫂子,3,"兄弟, 叔叔, 婶婶"
668,弟妹,3,"兄弟, 叔叔, 婶婶"
669,侄子,3,"兄弟, 叔叔, 婶婶"
670,侄女,3,"兄弟, 叔叔, 婶婶"
671,慈祥,6,"外公, 外婆, 外婆, 奶奶, 奶奶, 父亲, 爷爷, 爷爷, 老人"
672,固执,5,"外公, 外公, 母亲, 爷爷, 爷爷, 男人, 老人"
673,老年病,4,"外公, 外婆, 奶奶, 爷爷"
674,骨质疏松,5,"外公, 外婆, 奶奶, 爷爷, 老人"
675,阿尔兹海默症,5,"外公, 外婆, 奶奶, 爷爷, 老人"
676,脑卒中,3,"外公, 奶奶, 爷爷"
677,中风,4,"外公, 外婆, 奶奶, 爷爷"
678,老人机,4,"外公, 外婆, 奶奶, 老人"
679,收音机,5,"外公, 外公, 外婆, 外婆, 奶奶, 奶奶, 爷爷, 老人"
680,书法,4,"外公, 外婆, 奶奶, 爷爷"
681,戏曲,4,"外公, 外婆, 奶奶, 爷爷"
682,魅力,4,"女人, 妻子, 姐妹, 母亲"
683,坚强,4,"女人, 妻子, 姐妹, 母亲"
684,直率,5,"女人, 妻子, 姐妹, 母亲, 男人"
685,开朗,4,"女人, 妻子, 姐妹, 母亲"
686,腼腆,4,"女人, 姐妹, 母亲, 男人"
687,大方,6,"女人, 女人, 妻子, 妻子, 姐妹, 姐妹, 母亲, 母亲, 父亲, 父亲, 男人, 男人"
688,桌游,4,"女人, 母亲, 父亲, 男人"
689,晚辈,4,"姐妹, 姐妹, 阿姨, 阿姨, 舅舅, 舅舅, 舅妈, 舅妈"
690,幽默,4,"姐妹, 朋友, 父亲, 男人"
691,红包,3,"姑姑, 姑父, 爷爷"
692,假期,6,"小孩, 小孩, 侄子, 侄子, 侄女, 侄女, 外甥, 外甥, 外甥女, 外甥女, 舅妈, 舅妈"
693,遛狗,5,"母亲, 父亲, 爷爷, 男人, 老人"
694,抠门,3,"父亲, 男人, 舅妈"
695,好奇,5,"男孩, 侄子, 侄女, 外甥, 外甥女"
696,唠叨,3,"老人, 阿姨, 婶婶"
697,成年,8,"侄子, 侄女, 外甥, 外甥女, 阿姨, 叔叔, 婶婶, 舅舅"
698,耐心,7,"售货员, 护士, 服务员, 理疗师, 社工, 维修工, 老师"
